"fips","state_name","county_name","estimates_base_2010","pop_est_2019","internal_point_lat","internal_point_lon","land_area","population_density_2010","population_density_2019","raw_change","percent_growth"
"01001","Alabama","Autauga County",54597,55869,"32.5322367","-86.6464395","1539602137","0.003487937307063425756700","0.003569199212563447325000",1272,"2.32979834056816308600"
"01003","Alabama","Baldwin County",182265,223234,"30.6592183","-87.7460666","4117621645","0.003471315902293668825700","0.004251588259581515192900",40969,"22.47771102515567991700"
"01005","Alabama","Barbour County",27455,24686,"31.8702531","-85.4051035","2292160139","0.001171946689959659558800","0.001053748897772506132500",-2769,"-10.08559460936077217300"
"01007","Alabama","Bibb County",22915,22394,"33.0158929","-87.1271475","1612167476","0.001412962759601423399500","0.001380837357124777464900",-521,"-2.27361989962906393200"
"01009","Alabama","Blount County",57322,57826,"33.9773575","-86.5664400","1670103866","0.003401658201734013338300","0.003431567062793884639400",504,"0.87924357140364955900"
"01011","Alabama","Bullock County",10911,10101,"32.1017589","-85.7172613","1613076054","0.000673887015329747470900","0.000623859659228831381500",-810,"-7.42370085235083860300"
"01013","Alabama","Butler County",20940,19448,"31.7516670","-86.6819689","2012002531","0.001039358775118443233900","0.000965303221514015473400",-1492,"-7.12511938872970391600"
"01015","Alabama","Calhoun County",118526,113605,"33.7705162","-85.8279089","1569195268","0.007474291271956684399200","0.007163971280146458424100",-4921,"-4.15183166562610735200"
"01017","Alabama","Chambers County",34169,33254,"32.9155039","-85.3940321","1545085607","0.002187435751997029645500","0.002128859155869625210900",-915,"-2.67786590184084989300"
"01019","Alabama","Cherokee County",25979,26196,"34.0695153","-85.6542417","1433623319","0.001671823842194048712400","0.001685788420266957930300",217,"0.83529004195696524100"
"01021","Alabama","Chilton County",43632,44428,"32.8540514","-86.7266071","1794477075","0.002403875267749637561100","0.002447730344599855554700",796,"1.82434910157682434900"
"01023","Alabama","Choctaw County",13858,12589,"31.9909539","-88.2488894","2365869841","0.000581044731760959539100","0.000527837503834515777000",-1269,"-9.15716553615240294400"
"01025","Alabama","Clarke County",25833,23622,"31.6855211","-87.8186244","3207494106","0.000796294379051562052900","0.000728140975572175078900",-2211,"-8.55882011380792010200"
"01027","Alabama","Clay County",13930,13235,"33.2703999","-85.8635254","1564251834","0.000887522857767330640500","0.000843242284461638264700",-695,"-4.98923187365398420700"
"01029","Alabama","Cleburne County",14972,14910,"33.6719637","-85.5161261","1450663786","0.001030406572570138502900","0.001026139593709642337600",-62,"-0.41410633181939620600"
"01031","Alabama","Coffee County",49955,52342,"31.4022580","-85.9896022","1758565919","0.002834369487582558905100","0.002969804178141253092000",2387,"4.77830047042338104300"
"01033","Alabama","Colbert County",54428,55241,"34.7031120","-87.8014569","1535202321","0.003370358065786975676300","0.003420701659295552350500",813,"1.49371646946424634400"
"01035","Alabama","Conecuh County",13236,12067,"31.4309257","-86.9887221","2202007855","0.000599282843437138465400","0.000546354342078872005300",-1169,"-8.83197340586279842900"
"01037","Alabama","Coosa County",11756,10663,"32.9314453","-86.2434818","1685850815","0.000681176298945114368000","0.000617844749545062479300",-1093,"-9.29738006124532153800"
"01039","Alabama","Covington County",37762,37049,"31.2439873","-86.4487206","2669134207","0.001396854074736768903200","0.001370479493006793895800",-713,"-1.88814151792807584300"
"01041","Alabama","Crenshaw County",13893,13772,"31.7328256","-86.3192219","1576952799","0.000878002708038926121500","0.000870355811927739908200",-121,"-0.87094220110847189200"
"01043","Alabama","Cullman County",80406,83768,"34.1319229","-86.8692666","1902970816","0.004111795982303424519400","0.004283721685515922507500",3362,"4.18128000397980250200"
"01045","Alabama","Dale County",50251,49172,"31.4306536","-85.6094760","1453244559","0.003448161105481205223600","0.003374121467806050093600",-1079,"-2.14722095082684921700"
"01047","Alabama","Dallas County",43813,37196,"32.3335397","-87.1143556","2534919607","0.001702107401695017780400","0.001445041127369682088800",-6617,"-15.10282336292881108300"
"01049","Alabama","DeKalb County",71120,71513,"34.4609290","-85.8039920","2012676480","0.003526381878052842577600","0.003545868212109011969200",393,"0.55258717660292463400"
"01051","Alabama","Elmore County",79272,81209,"32.5972290","-86.1427347","1601768864","0.004658327059314103768000","0.004772152615801784399200",1937,"2.44348572005247754600"
"01053","Alabama","Escambia County",38320,36633,"31.1222867","-87.1684097","2448115116","0.001552284231940845150600","0.001483946457951173810100",-1687,"-4.40240083507306889400"
"01055","Alabama","Etowah County",104429,102268,"34.0476407","-86.0342629","1385871922","0.007349291535903580594300","0.007197209077878629310000",-2161,"-2.06934855260511926800"
"01057","Alabama","Fayette County",17235,16302,"33.7161568","-87.7642923","1625693288","0.001057346285274620366700","0.001000107870179684433900",-933,"-5.41340295909486510000"
"01059","Alabama","Franklin County",31709,31362,"34.4419892","-87.8428144","1641841404","0.001893656420297750165200","0.001872933635667414320300",-347,"-1.09432653189946072100"
"01061","Alabama","Geneva County",26781,26271,"31.0923822","-85.8210224","1487897665","0.001786024122557579501000","0.001752012237172255370300",-510,"-1.90433516298868600900"
"01063","Alabama","Greene County",9039,8111,"32.8444965","-87.9642005","1675782059","0.000528844460519558235000","0.000474549996600745308500",-928,"-10.26662241398384777100"
"01065","Alabama","Hale County",15762,14651,"32.7527958","-87.6230608","1667917734","0.000926996266331103977100","0.000861656027028105847500",-1111,"-7.04859789366831620400"
"01067","Alabama","Henry County",17299,17205,"31.5169779","-85.2399712","1454926622","0.001175272911512809776700","0.001168886666430307659800",-94,"-0.54338401063645297400"
"01069","Alabama","Houston County",101560,105882,"31.1581831","-85.2964111","1501819549","0.006741285264707169702900","0.007028168239441950989400",4322,"4.25561244584482079600"
"01071","Alabama","Jackson County",53223,51626,"34.7641140","-85.9800556","2791974032","0.001823761799163250356000","0.001769038322597410196400",-1597,"-3.00058245495368543700"
"01073","Alabama","Jefferson County",658567,658573,"33.5534439","-86.8965359","2878552100","0.02262027066139093300","0.02262047674767216000",6,"0.000911069033219095399600"
"01075","Alabama","Lamar County",14564,13805,"33.7870852","-88.0874309","1566544637","0.000928740458642545854500","0.000880339332021446410400",-759,"-5.21148036253776435000"
"01077","Alabama","Lauderdale County",92709,92729,"34.9041221","-87.6509966","1730146078","0.004974312533431130449300","0.004975385635834010672400",20,"0.02157287857705292900"
"01079","Alabama","Lawrence County",34337,32924,"34.5297760","-87.3218651","1788864251","0.001848513484937096596700","0.001772445408104055926500",-1413,"-4.11509450447039636500"
"01081","Alabama","Lee County",140287,164542,"32.6040644","-85.3530477","1573514768","0.008795195851329307551100","0.01031584619935865000",24255,"17.28955640936081033900"
"01083","Alabama","Limestone County",82786,98915,"34.8102387","-86.9813995","1450277886","0.005264250287566014926500","0.006289871683552682415600",16129,"19.48276278597830551100"
"01085","Alabama","Lowndes County",11296,9726,"32.1478880","-86.6505859","1854201377","0.000601515542691955394000","0.000517912550302935389700",-1570,"-13.89872521246458923500"
"01087","Alabama","Macon County",21448,18068,"32.3870267","-85.6928870","1576855716","0.001350458697702910807900","0.001137639302037308489300",-3380,"-15.75904513241327862700"
"01089","Alabama","Madison County",334807,372909,"34.7642377","-86.5510802","2076111961","0.01590590532233653700","0.01771604311692167600",38102,"11.38028774786668140200"
"01091","Alabama","Marengo County",21048,18863,"32.2475911","-87.7910910","2530140237","0.000826998675600204867900","0.000741147663333649963100",-2185,"-10.38103382744203724800"
"01093","Alabama","Marion County",30776,29709,"34.1382194","-87.8815510","1922657342","0.001598055353980959693900","0.001542650978405911474700",-1067,"-3.46698726280218352000"
"01095","Alabama","Marshall County",93019,96774,"34.3095637","-86.3216681","1465531863","0.005763161424351650473500","0.005995809282836910985100",3755,"4.03680968404304496900"
"01097","Alabama","Mobile County",413139,413210,"30.6845725","-88.1965682","3184158350","0.009702460102453501552000","0.009704127518667594626200",71,"0.01718549931136978100"
"01099","Alabama","Monroe County",23067,20733,"31.5803324","-87.3832656","2656469660","0.000861004735730967663000","0.000773885255382587790300",-2334,"-10.11835089088307972400"
"01101","Alabama","Montgomery County",229375,226486,"32.2028812","-86.2044615","2034017780","0.01107149107204275700","0.01093204458612610700",-2889,"-1.25950953678474114400"
"01103","Alabama","Morgan County",119490,119679,"34.4544844","-86.8464021","1501156832","0.007701409993722271278400","0.007713591485803730055500",189,"0.15817223198594024600"
"01105","Alabama","Perry County",10575,8923,"32.6390053","-87.2938269","1863900621","0.000564048616478351502100","0.000475934355067265291100",-1652,"-15.62174940898345153700"
"01107","Alabama","Pickens County",19746,19930,"33.2967933","-88.0968631","2282674053","0.000856505212305281731600","0.000864486421616745918700",184,"0.93183429555352982900"
"01109","Alabama","Pike County",32901,33114,"31.7986508","-85.9416035","1740647520","0.001887624364667684551000","0.001899844783186094836700",213,"0.64739673566153004500"
"01111","Alabama","Randolph County",22916,22722,"33.2964753","-85.4640679","1503615937","0.001514705495766172414100","0.001501882452208019270100",-194,"-0.84657008203875021800"
"01113","Alabama","Russell County",52963,57961,"32.2898113","-85.1869798","1660622936","0.003159670182884279061700","0.003457841199897205571700",4998,"9.43677661763872892400"
"01115","Alabama","St. Clair County",83350,89512,"33.7129627","-86.3156631","1635786810","0.004925558250539475977900","0.005289700901287217441300",6162,"7.39292141571685662900"
"01117","Alabama","Shelby County",195253,217702,"33.2630428","-86.6780894","2034134905","0.009312615224493621962500","0.01038332296867505500",22449,"11.49739056506174040900"
"01119","Alabama","Sumter County",13763,12427,"32.5974811","-88.2000571","2340898915","0.000581813712052487867300","0.000525335973238121537900",-1336,"-9.70718593329942599700"
